task,difficulty,problem_id,num_nodes,num_edges,density,avg_degree,max_degree,min_degree,is_connected,num_components,avg_clustering,diameter,degree_range
MIS,easy,315,10,10,0.15151515151515152,2.0,6,1,False,2,0.0,,5
MIS,easy,316,11,14,0.15384615384615385,2.5454545454545454,9,0,False,3,0.29166666666666663,,9
MIS,easy,317,6,6,0.21428571428571427,2.0,4,1,False,2,0.0,,3
MIS,easy,318,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,319,4,6,0.4,3.0,3,1,False,2,0.5555555555555555,,2
MIS,easy,320,6,6,0.21428571428571427,2.0,3,1,False,2,0.0,,2
MIS,easy,321,8,26,0.3333333333333333,6.5,8,0,False,3,0.5862637362637363,,8
MIS,easy,322,10,14,0.21212121212121213,2.8,4,1,False,2,0.0,,3
MIS,easy,323,7,15,0.2727272727272727,4.285714285714286,7,0,False,3,0.4575757575757576,,7
MIS,easy,324,6,6,0.21428571428571427,2.0,4,1,False,2,0.0,,3
MIS,easy,325,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,326,1,7,0.19444444444444445,14.0,5,0,False,3,0.23333333333333334,,5
MIS,easy,327,4,4,0.19047619047619047,2.0,3,0,False,3,0.0,,3
MIS,easy,328,1,13,0.23636363636363636,26.0,7,0,False,3,0.41558441558441556,,7
MIS,easy,329,2,12,0.11428571428571428,12.0,7,0,False,4,0.1365079365079365,,7
MIS,easy,330,7,15,0.4166666666666667,4.285714285714286,6,1,False,2,0.5185185185185186,,5
MIS,easy,331,7,7,0.19444444444444445,2.0,5,1,False,2,0.0,,4
MIS,easy,332,6,6,0.21428571428571427,2.0,4,1,False,2,0.0,,3
MIS,easy,333,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,334,4,5,0.17857142857142858,2.5,2,0,False,3,0.0,,2
MIS,easy,335,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,336,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,337,8,9,0.2,2.25,7,1,False,2,0.20476190476190476,,6
MIS,easy,338,4,4,0.26666666666666666,2.0,2,1,False,2,0.0,,1
MIS,easy,339,8,14,0.3111111111111111,3.5,7,1,False,2,0.4619047619047619,,6
MIS,easy,340,5,7,0.3333333333333333,2.8,4,1,False,2,0.619047619047619,,3
MIS,easy,341,6,7,0.25,2.3333333333333335,4,1,False,2,0.0,,3
MIS,easy,342,8,21,0.4666666666666667,5.25,7,1,False,2,0.6704761904761904,,6
MIS,easy,343,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,344,5,6,0.2857142857142857,2.4,3,1,False,2,0.33333333333333337,,2
MIS,easy,345,10,13,0.19696969696969696,2.6,9,1,False,2,0.2986111111111111,,8
MIS,easy,346,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,347,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,348,6,6,0.21428571428571427,2.0,3,1,False,2,0.0,,2
MIS,easy,349,6,6,0.21428571428571427,2.0,4,1,False,2,0.0,,3
MIS,easy,350,10,11,0.16666666666666666,2.2,9,1,False,2,0.16898148148148148,,8
MIS,easy,351,2,17,0.37777777777777777,17.0,6,0,False,3,0.5533333333333333,,6
MIS,easy,352,8,8,0.17777777777777778,2.0,7,1,False,2,0.0,,6
MIS,easy,353,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,354,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,355,5,7,0.3333333333333333,2.8,4,1,False,2,0.42857142857142855,,3
MIS,easy,356,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,357,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,358,8,9,0.2,2.25,7,1,False,2,0.20476190476190476,,6
MIS,easy,359,8,8,0.17777777777777778,2.0,7,1,False,2,0.0,,6
MIS,easy,360,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,361,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,362,10,14,0.21212121212121213,2.8,9,1,False,2,0.46759259259259256,,8
MIS,easy,363,10,22,0.28205128205128205,4.4,8,0,False,3,0.5745421245421245,,8
MIS,easy,364,10,10,0.15151515151515152,2.0,5,1,False,2,0.0,,4
MIS,easy,365,7,8,0.2222222222222222,2.2857142857142856,6,1,False,2,0.22962962962962966,,5
MIS,easy,366,5,5,0.17857142857142858,2.0,3,0,False,3,0.0,,3
MIS,easy,367,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,368,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,369,6,6,0.21428571428571427,2.0,4,1,False,2,0.0,,3
MIS,easy,370,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,371,7,8,0.2222222222222222,2.2857142857142856,4,1,False,2,0.2592592592592593,,3
MIS,easy,372,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,373,8,14,0.3111111111111111,3.5,6,1,False,2,0.33666666666666667,,5
MIS,easy,374,5,7,0.3333333333333333,2.8,4,1,False,2,0.42857142857142855,,3
MIS,easy,375,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,376,14,28,0.23333333333333334,4.0,10,1,False,2,0.0,,9
MIS,easy,377,3,14,0.21212121212121213,9.333333333333334,6,0,False,4,0.44166666666666665,,6
MIS,easy,378,6,12,0.15384615384615385,4.0,5,0,False,7,0.3282051282051282,,5
MIS,easy,379,8,11,0.24444444444444444,2.75,7,1,False,2,0.4809523809523809,,6
MIS,easy,380,7,8,0.2222222222222222,2.2857142857142856,6,1,False,2,0.22962962962962966,,5
MIS,easy,381,4,5,0.23809523809523808,2.5,3,0,False,3,0.33333333333333337,,3
MIS,easy,382,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,383,4,19,0.2878787878787879,9.5,8,0,False,3,0.513888888888889,,8
MIS,easy,384,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,385,9,9,0.16363636363636364,2.0,8,1,False,2,0.0,,7
MIS,easy,386,6,6,0.21428571428571427,2.0,3,1,False,2,0.0,,2
MIS,easy,387,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,388,14,13,0.10833333333333334,1.8571428571428572,12,0,False,3,0.0,,12
MIS,easy,389,10,22,0.3333333333333333,4.4,6,1,False,2,0.3277777777777778,,5
MIS,easy,390,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,391,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,392,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,393,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,394,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,395,8,9,0.2,2.25,7,1,False,2,0.20476190476190476,,6
MIS,easy,396,5,8,0.38095238095238093,3.2,4,1,False,2,0.5714285714285714,,3
MIS,easy,397,8,16,0.24242424242424243,4.0,6,0,False,4,0.4277777777777778,,6
MIS,easy,398,5,5,0.1111111111111111,2.0,3,0,False,5,0.0,,3
MIS,easy,399,10,10,0.15151515151515152,2.0,8,1,False,2,0.0,,7
MIS,easy,400,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,401,5,6,0.2857142857142857,2.4,3,1,False,2,0.0,,2
MIS,easy,402,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,403,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,404,7,12,0.3333333333333333,3.4285714285714284,6,1,False,2,0.5185185185185186,,5
MIS,easy,405,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,406,4,5,0.3333333333333333,2.5,2,1,False,2,0.0,,1
MIS,easy,407,14,21,0.175,3.0,13,1,False,2,0.5264423076923077,,12
MIS,easy,408,10,11,0.14102564102564102,2.2,7,0,False,3,0.0,,7
MIS,easy,409,4,4,0.26666666666666666,2.0,2,1,False,2,0.0,,1
MIS,easy,410,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,411,6,7,0.25,2.3333333333333335,3,1,False,2,0.20833333333333331,,2
MIS,easy,412,5,8,0.38095238095238093,3.2,4,1,False,2,0.5,,3
MIS,easy,413,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,414,3,5,0.17857142857142858,3.3333333333333335,4,0,False,3,0.0,,4
MIS,easy,415,11,13,0.16666666666666666,2.3636363636363638,10,1,False,2,0.20854700854700856,,9
MIS,easy,416,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,417,5,4,0.19047619047619047,1.6,3,0,False,3,0.0,,3
MIS,easy,418,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,419,1,3,0.2,6.0,2,0,False,3,0.0,,2
MIS,easy,420,5,4,0.08888888888888889,1.6,2,0,False,7,0.3,,2
MIS,easy,421,8,15,0.3333333333333333,3.75,7,1,False,2,0.47000000000000003,,6
MIS,easy,422,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,423,6,6,0.21428571428571427,2.0,3,1,False,2,0.0,,2
MIS,easy,424,11,42,0.5384615384615384,7.636363636363637,10,1,False,2,0.7132478632478633,,9
MIS,easy,425,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,426,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,427,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,428,8,8,0.17777777777777778,2.0,5,1,False,2,0.0,,4
MIS,easy,429,8,9,0.16363636363636364,2.25,7,0,False,3,0.18614718614718614,,7
MIS,easy,430,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,431,8,8,0.14545454545454545,2.0,7,0,False,3,0.0,,7
MIS,easy,432,2,8,0.2857142857142857,8.0,4,0,False,3,0.5,,4
MIS,easy,433,8,12,0.26666666666666666,3.0,7,1,False,2,0.45904761904761904,,6
MIS,easy,434,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,435,6,8,0.2857142857142857,2.6666666666666665,4,1,False,2,0.3333333333333333,,3
MIS,easy,436,10,14,0.21212121212121213,2.8,9,1,False,2,0.37592592592592594,,8
MIS,easy,437,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,438,6,8,0.2857142857142857,2.6666666666666665,5,1,False,2,0.525,,4
MIS,easy,439,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,440,12,14,0.15384615384615385,2.3333333333333335,6,1,False,2,0.10714285714285714,,5
MIS,easy,441,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,442,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,443,6,7,0.15555555555555556,2.3333333333333335,4,0,False,3,0.0,,4
MIS,easy,444,4,6,0.21428571428571427,3.0,3,0,False,3,0.20833333333333331,,3
MIS,easy,445,9,10,0.18181818181818182,2.2222222222222223,4,1,False,2,0.13636363636363635,,3
MIS,easy,446,7,7,0.15555555555555556,2.0,6,0,False,3,0.0,,6
MIS,easy,447,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,448,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,449,9,12,0.21818181818181817,2.6666666666666665,8,1,False,2,0.43398268398268397,,7
MIS,easy,450,7,7,0.19444444444444445,2.0,3,1,False,2,0.0,,2
MIS,easy,451,4,6,0.4,3.0,3,1,False,2,0.5555555555555555,,2
MIS,easy,452,5,5,0.17857142857142858,2.0,4,0,False,3,0.0,,4
MIS,easy,453,8,8,0.17777777777777778,2.0,6,1,False,2,0.0,,5
MIS,easy,454,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,455,14,78,0.5098039215686274,11.142857142857142,13,0,False,3,0.6969246802580136,,13
MIS,easy,456,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,457,7,8,0.2222222222222222,2.2857142857142856,4,1,False,2,0.14814814814814814,,3
MIS,easy,458,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,459,2,6,0.16666666666666666,6.0,5,0,False,3,0.0,,5
MIS,easy,460,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,461,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,462,8,6,0.13333333333333333,1.5,3,0,False,5,0.23333333333333334,,3
MIS,easy,463,10,10,0.15151515151515152,2.0,6,1,False,2,0.0,,5
MIS,easy,464,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,465,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,466,8,9,0.2,2.25,4,1,False,2,0.21666666666666665,,3
MIS,easy,467,4,4,0.26666666666666666,2.0,2,1,False,2,0.0,,1
MIS,easy,468,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,469,13,13,0.12380952380952381,2.0,5,1,False,2,0.0,,4
MIS,easy,470,11,16,0.20512820512820512,2.909090909090909,5,1,False,2,0.15384615384615385,,4
MIS,easy,471,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,472,5,5,0.17857142857142858,2.0,4,0,False,3,0.0,,4
MIS,easy,473,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,474,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,475,8,12,0.26666666666666666,3.0,7,1,False,2,0.38571428571428573,,6
MIS,easy,476,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,477,9,8,0.12121212121212122,1.7777777777777777,5,0,False,4,0.0,,5
MIS,easy,478,6,23,0.16911764705882354,7.666666666666667,8,0,False,4,0.2838935574229692,,8
MIS,easy,479,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,480,5,9,0.2,3.6,6,0,False,3,0.27999999999999997,,6
MIS,easy,481,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,482,4,4,0.26666666666666666,2.0,2,1,False,2,0.0,,1
MIS,easy,483,8,8,0.17777777777777778,2.0,4,1,False,2,0.0,,3
MIS,easy,484,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,485,10,11,0.16666666666666666,2.2,9,1,False,2,0.16898148148148148,,8
MIS,easy,486,14,25,0.20833333333333334,3.5714285714285716,8,1,False,2,0.0662202380952381,,7
MIS,easy,487,11,11,0.14102564102564102,2.0,10,1,False,2,0.0,,9
MIS,easy,488,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,489,8,8,0.17777777777777778,2.0,6,1,False,2,0.0,,5
MIS,easy,490,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,491,13,15,0.14285714285714285,2.3076923076923075,10,1,False,2,0.0,,9
MIS,easy,492,6,6,0.21428571428571427,2.0,4,1,False,2,0.0,,3
MIS,easy,493,6,9,0.32142857142857145,3.0,5,1,False,2,0.4125,,4
MIS,easy,494,6,9,0.32142857142857145,3.0,5,1,False,2,0.4125,,4
MIS,easy,495,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,496,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,497,6,6,0.21428571428571427,2.0,3,1,False,2,0.0,,2
MIS,easy,498,8,9,0.2,2.25,7,1,False,2,0.20476190476190476,,6
MIS,easy,499,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,hard,0,17,25,0.14619883040935672,2.9411764705882355,9,1,False,2,0.2766081871345029,,8
MIS,hard,1,6,88,0.2328042328042328,29.333333333333332,21,0,False,3,0.4548323875004547,,21
MIS,hard,2,19,19,0.07509881422924901,2.0,11,0,False,4,0.0,,11
MIS,hard,3,15,18,0.1323529411764706,2.4,12,1,False,2,0.16934046345811052,,11
MIS,hard,4,18,20,0.10526315789473684,2.2222222222222223,17,1,False,2,0.20073529411764707,,16
MIS,hard,5,21,43,0.1225071225071225,4.095238095238095,12,0,False,3,0.19346373790818236,,12
MIS,hard,6,16,26,0.16993464052287582,3.25,14,1,False,2,0.24538054538054535,,13
MIS,hard,7,17,26,0.15204678362573099,3.0588235294117645,12,1,False,2,0.3363180678970153,,11
MIS,hard,8,17,17,0.09941520467836257,2.0,6,1,False,2,0.0,,5
MIS,hard,9,17,37,0.21637426900584794,4.352941176470588,10,1,False,2,0.30760233918128654,,9
MIS,hard,10,21,27,0.09782608695652174,2.5714285714285716,20,0,False,3,0.279093567251462,,20
MIS,hard,11,16,32,0.20915032679738563,4.0,12,1,False,2,0.18035113035113037,,11
MIS,hard,12,17,24,0.11428571428571428,2.823529411764706,10,0,False,4,0.2312169312169312,,10
MIS,hard,13,15,30,0.22058823529411764,4.0,13,1,False,2,0.43865546218487395,,12
MIS,hard,14,4,21,0.12280701754385964,10.5,14,0,False,3,0.3274532485058801,,14
MIS,hard,15,17,28,0.16374269005847952,3.2941176470588234,16,1,False,2,0.3732456140350877,,15
MIS,hard,16,16,16,0.0935672514619883,2.0,11,0,False,3,0.0,,11
MIS,hard,17,24,30,0.09230769230769231,2.5,10,1,False,2,0.24871794871794872,,9
MIS,hard,18,10,44,0.23157894736842105,8.8,14,0,False,3,0.4898321123321123,,14
MIS,hard,19,24,62,0.19076923076923077,5.166666666666667,19,1,False,2,0.31229676755992547,,18
MIS,hard,20,15,22,0.16176470588235295,2.933333333333333,14,1,False,2,0.3770739064856712,,13
MIS,hard,21,19,21,0.1,2.210526315789474,11,1,False,2,0.11356421356421356,,10
MIS,hard,22,21,25,0.09881422924901186,2.380952380952381,10,1,False,2,0.08164251207729468,,9
MIS,hard,23,23,27,0.09,2.347826086956522,14,1,False,2,0.08043956043956044,,13
MIS,hard,24,1,16,0.10457516339869281,32.0,13,0,False,3,0.11182336182336182,,13
MIS,hard,25,17,28,0.16374269005847952,3.2941176470588234,9,1,False,2,0.3388888888888889,,8
MIS,hard,26,19,30,0.14285714285714285,3.1578947368421053,10,1,False,2,0.4756613756613757,,9
MIS,hard,27,6,22,0.09523809523809523,7.333333333333333,17,0,False,3,0.21312388591800355,,17
MIS,hard,28,24,49,0.15076923076923077,4.083333333333333,13,1,False,2,0.2174287251210328,,12
MIS,hard,29,19,36,0.17142857142857143,3.789473684210526,18,1,False,2,0.5894179894179894,,17
MIS,hard,30,15,29,0.21323529411764705,3.8666666666666667,7,1,False,2,0.16946778711484595,,6
MIS,hard,31,24,32,0.09846153846153846,2.6666666666666665,19,1,False,2,0.0,,18
MIS,hard,32,19,26,0.11255411255411256,2.736842105263158,18,0,False,3,0.2929887106357695,,18
MIS,hard,33,11,46,0.10574712643678161,8.363636363636363,14,0,False,4,0.2887057387057387,,14
MIS,hard,34,16,26,0.16993464052287582,3.25,10,1,False,2,0.2888888888888889,,9
MIS,hard,35,5,30,0.10869565217391304,12.0,6,0,False,3,0.2652777777777778,,6
MIS,hard,36,1,46,0.24210526315789474,92.0,14,0,False,3,0.4174145299145299,,14
MIS,hard,37,21,39,0.1541501976284585,3.7142857142857144,13,1,False,2,0.36275680840898233,,12
MIS,hard,38,18,25,0.07692307692307693,2.7777777777777777,8,0,False,3,0.1346153846153846,,8
MIS,hard,39,21,37,0.14624505928853754,3.5238095238095237,8,1,False,2,0.2153209109730849,,7
MIS,hard,40,15,16,0.11764705882352941,2.1333333333333333,9,1,False,2,0.11928104575163398,,8
MIS,hard,41,17,45,0.2631578947368421,5.294117647058823,15,1,False,2,0.43471177944862155,,14
MIS,hard,42,23,63,0.21,5.478260869565218,22,1,False,2,0.46664313464313467,,21
MIS,hard,43,17,27,0.15789473684210525,3.176470588235294,9,1,False,2,0.2305346700083542,,8
MIS,hard,44,15,21,0.15441176470588236,2.8,14,1,False,2,0.41564318034906267,,13
MIS,hard,45,17,21,0.12280701754385964,2.4705882352941178,16,1,False,2,0.19473684210526318,,15
MIS,hard,46,22,28,0.08615384615384615,2.5454545454545454,17,0,False,3,0.0,,17
MIS,hard,47,18,26,0.1368421052631579,2.888888888888889,17,1,False,2,0.45294117647058824,,16
MIS,hard,48,15,36,0.23529411764705882,4.8,9,0,False,3,0.48827160493827154,,9
MIS,hard,49,9,54,0.23376623376623376,12.0,18,0,False,3,0.545571258806553,,18
MIS,hard,50,16,16,0.10457516339869281,2.0,14,1,False,2,0.0,,13
MIS,hard,51,17,30,0.17543859649122806,3.5294117647058822,10,1,False,2,0.5193400167084378,,9
MIS,hard,52,15,27,0.19852941176470587,3.6,14,1,False,2,0.4937513466925232,,13
MIS,hard,53,16,24,0.1568627450980392,3.0,15,1,False,2,0.3783068783068783,,14
MIS,hard,54,15,16,0.11764705882352941,2.1333333333333333,6,1,False,2,0.08235294117647059,,5
MIS,hard,55,16,18,0.11764705882352941,2.25,15,1,False,2,0.22328042328042327,,14
MIS,hard,56,7,17,0.09941520467836257,4.857142857142857,14,0,False,3,0.0,,14
MIS,hard,57,19,23,0.09956709956709957,2.4210526315789473,11,0,False,3,0.1743801652892562,,11
MIS,hard,58,19,28,0.13333333333333333,2.9473684210526314,18,1,False,2,0.35200746965452845,,17
MIS,hard,59,18,33,0.1736842105263158,3.6666666666666665,14,1,False,2,0.21393772893772894,,13
MIS,hard,60,11,27,0.1067193675889328,4.909090909090909,13,0,False,3,0.2080267558528428,,13
MIS,hard,61,20,25,0.10822510822510822,2.5,19,1,False,2,0.1604199893673578,,18
MIS,hard,62,2,55,0.21739130434782608,55.0,12,0,False,3,0.04438170525127047,,12
MIS,hard,63,18,21,0.11052631578947368,2.3333333333333335,7,1,False,2,0.14404761904761904,,6
MIS,hard,64,15,16,0.11764705882352941,2.1333333333333333,13,1,False,2,0.11840120663650075,,12
MIS,hard,65,15,17,0.1111111111111111,2.2666666666666666,12,0,False,3,0.11195286195286196,,12
MIS,hard,66,17,25,0.11904761904761904,2.9411764705882355,14,0,False,3,0.2121402407116693,,14
MIS,hard,67,22,80,0.2898550724637681,7.2727272727272725,18,1,False,2,0.5409614758879465,,17
MIS,hard,68,19,19,0.09047619047619047,2.0,16,1,False,2,0.0,,15
MIS,hard,69,16,50,0.32679738562091504,6.25,14,1,False,2,0.4972900556233889,,13
MIS,hard,70,19,25,0.11904761904761904,2.6315789473684212,9,1,False,2,0.0,,8
MIS,hard,71,13,35,0.08620689655172414,5.384615384615385,18,0,False,3,0.21422132071219294,,18
MIS,hard,72,6,16,0.0935672514619883,5.333333333333333,15,0,False,3,0.0,,15
MIS,hard,73,17,25,0.14619883040935672,2.9411764705882355,12,1,False,2,0.21451355661881974,,11
MIS,hard,74,1,23,0.07666666666666666,46.0,6,0,False,3,0.012000000000000002,,6
MIS,hard,75,18,23,0.10952380952380952,2.5555555555555554,17,0,False,3,0.27159197012138186,,17
MIS,hard,76,20,29,0.05169340463458111,2.9,17,0,False,7,0.09847174163783161,,17
MIS,hard,77,18,24,0.12631578947368421,2.6666666666666665,10,1,False,2,0.195,,9
MIS,hard,78,16,27,0.17647058823529413,3.375,15,1,False,2,0.4854497354497354,,14
MIS,hard,79,19,27,0.12857142857142856,2.8421052631578947,18,1,False,2,0.32312480547774663,,17
MIS,hard,80,19,22,0.10476190476190476,2.3157894736842106,16,1,False,2,0.0,,15
MIS,hard,81,15,45,0.2631578947368421,6.0,13,0,False,3,0.4232793522267207,,13
MIS,hard,82,19,21,0.1,2.210526315789474,8,1,False,2,0.20952380952380953,,7
MIS,hard,83,25,107,0.30484330484330485,8.56,20,1,False,2,0.5636251178906838,,19
MIS,hard,84,19,54,0.2134387351778656,5.684210526315789,18,0,False,3,0.4076949620427881,,18
MIS,hard,85,17,18,0.10526315789473684,2.1176470588235294,16,1,False,2,0.10570175438596491,,15
MIS,hard,86,15,16,0.10457516339869281,2.1333333333333333,12,0,False,4,0.2239057239057239,,12
MIS,hard,87,22,40,0.14492753623188406,3.6363636363636362,18,1,False,2,0.34702575474634295,,17
MIS,hard,88,21,21,0.08300395256916997,2.0,7,1,False,2,0.0,,6
MIS,hard,89,22,27,0.09782608695652174,2.4545454545454546,19,1,False,2,0.24427387914230017,,18
MIS,hard,90,17,21,0.13725490196078433,2.4705882352941178,5,1,False,2,0.09999999999999999,,4
MIS,hard,91,15,16,0.10457516339869281,2.1333333333333333,5,0,False,3,0.0,,5
MIS,hard,92,19,26,0.12380952380952381,2.736842105263158,15,1,False,2,0.0,,14
MIS,hard,93,17,27,0.15789473684210525,3.176470588235294,16,1,False,2,0.4016290726817042,,15
MIS,hard,94,23,33,0.11,2.869565217391304,21,1,False,2,0.40857142857142853,,20
MIS,hard,95,21,21,0.04827586206896552,2.0,8,0,False,10,0.03785714285714285,,8
MIS,hard,96,16,36,0.23529411764705882,4.5,14,1,False,2,0.4069190069190069,,13
MIS,hard,97,19,25,0.10822510822510822,2.6315789473684212,8,0,False,3,0.2233766233766234,,8
MIS,hard,98,12,28,0.16374269005847952,4.666666666666667,8,0,False,4,0.2581453634085213,,8
MIS,hard,99,11,55,0.21739130434782608,10.0,9,0,False,3,0.3178743961352657,,9
MIS,hard,100,5,28,0.12121212121212122,11.2,15,0,False,3,0.29805194805194807,,15
MIS,hard,101,16,28,0.1830065359477124,3.5,13,1,False,2,0.3538461538461538,,12
MIS,hard,102,17,17,0.08947368421052632,2.0,11,0,False,3,0.0,,11
MIS,hard,103,19,22,0.10476190476190476,2.3157894736842106,17,1,False,2,0.1276844070961718,,16
MIS,hard,104,15,25,0.18382352941176472,3.3333333333333335,14,1,False,2,0.3123464770523594,,13
MIS,hard,105,23,42,0.11965811965811966,3.652173913043478,20,0,False,4,0.2524464922125741,,20
MIS,hard,106,17,17,0.08947368421052632,2.0,15,0,False,3,0.0,,15
MIS,hard,107,15,17,0.1111111111111111,2.2666666666666666,8,0,False,3,0.15211640211640212,,8
MIS,hard,108,7,26,0.16993464052287582,7.428571428571429,6,0,False,3,0.3796296296296296,,6
MIS,hard,109,15,15,0.11029411764705882,2.0,14,1,False,2,0.0,,13
MIS,hard,110,2,40,0.11396011396011396,40.0,22,0,False,3,0.29094115760782424,,22
MIS,hard,111,14,42,0.12923076923076923,6.0,22,0,False,3,0.43136863136863135,,22
MIS,hard,112,5,20,0.11695906432748537,8.0,6,0,False,3,0.0649122807017544,,6
MIS,hard,113,17,19,0.1111111111111111,2.235294117647059,8,1,False,2,0.0,,7
MIS,hard,114,4,20,0.13071895424836602,10.0,8,0,False,3,0.16600529100529102,,8
MIS,hard,115,4,35,0.11666666666666667,17.5,21,0,False,3,0.44780952380952377,,21
MIS,hard,116,16,18,0.11764705882352941,2.25,15,1,False,2,0.22328042328042327,,14
MIS,hard,117,15,15,0.11029411764705882,2.0,5,1,False,2,0.0,,4
MIS,hard,118,18,26,0.09420289855072464,2.888888888888889,5,0,False,4,0.20555555555555557,,5
MIS,hard,119,25,30,0.08547008547008547,2.4,10,1,False,2,0.11828336272780716,,9
MIS,hard,120,6,16,0.10457516339869281,5.333333333333333,14,0,False,3,0.11172161172161171,,14
MIS,hard,121,16,17,0.1111111111111111,2.125,8,1,False,2,0.11309523809523808,,7
MIS,hard,122,17,22,0.1286549707602339,2.588235294117647,16,1,False,2,0.33903508771929824,,15
MIS,hard,123,15,52,0.24761904761904763,6.933333333333334,16,0,False,3,0.4059145880574452,,16
